#{"t_start": 1598502398.0228744, "env_id": "openDSS-v0"}
r,l,t 
-14788.949841,1,116.159816
-2001.042784,1,116.21071
-5016.680484,1,116.256556
-273.852228,1,116.30446
-3289.237481,1,116.352332
-8927.084697,1,116.401205
-1885.040562,1,116.449077
-6005.385915,1,116.495953
-4943.304228,1,116.53983
-8079.108313,1,116.586706
-3990.440611,1,116.63358
-4904.547679,1,116.679456
-3425.824665,1,116.722348
-5.928702,1,116.767222
-9790.674876,1,116.81207
-2900.077377,1,116.857979
-148.378908,1,116.903827
-4074.506292,1,116.950731
-3589.445859,1,116.996578
-1798.219418,1,117.043455
-203.363446,1,117.088363
-6457.835515,1,117.131218
-5411.440684,1,117.174135
-4180.135578,1,117.222007
-9397.061729,1,117.26988
-6863.941156,1,117.318752
-2626.424664,1,117.36463
-3014.828437,1,117.411503
-5107.83405,1,117.458375
-3257.292465,1,117.503255
-1027.736558,1,117.549132
-217.900801,1,117.593017
-2451.02507,1,117.637898
-4916.5658,1,117.683772
-8563.577426,1,117.730639
-4062.691139,1,117.778521
-5105.251059,1,117.825392
-450.499328,1,117.869244
-3243.436857,1,117.912161
-2219.723546,1,117.956043
-4495.452936,1,118.001925
-12056.407498,1,118.046801
-227.51912,1,118.091688
-517.361363,1,118.13756
-6028.846038,1,118.190386
-3292.465275,1,118.236264
-2272.78318,1,118.281178
-476.965108,1,118.329049
-3375.398008,1,118.376887
-7199.340626,1,118.422795
-4538.042672,1,118.468674
-5293.72467,1,118.513552
-44.480398,1,118.554442
-1341.152257,1,118.599324
-1007.991001,1,118.644204
-7474.921036,1,118.695037
-4433.257966,1,118.741948
-4809.392959,1,118.790816
-2439.082976,1,118.838683
-3439.668407,1,118.88456
-1618.26118,1,118.927418
-33.797082,1,118.973303
-11911.851662,1,119.018173
-4798.453265,1,119.064081
-3683.74769,1,119.106966
-127.303924,1,119.152844
-4876.101911,1,119.197724
-647.262027,1,119.244598
-2015.367391,1,119.291444
-81.677401,1,119.336353
-9283.059354,1,119.382232
-1680.147519,1,119.429105
-1485.718093,1,119.476979
-704.299465,1,119.524849
-5603.020789,1,119.567733
-11094.35601,1,119.611617
-2883.934208,1,119.65846
-2068.293888,1,119.704369
-6137.98796,1,119.748229
-134.800966,1,119.793131
-4687.90502,1,119.835019
-2956.083587,1,119.877904
-3746.582372,1,119.920791
-248.517137,1,119.96567
-3124.956118,1,120.012547
-694.706487,1,120.058423
-1853.814001,1,120.105298
-34.162755,1,120.151177
-4856.47137,1,120.200043
-514.291278,1,120.244922
-8.017147,1,120.284816
-1955.002961,1,120.329698
-3537.354409,1,120.376573
-5362.235217,1,120.421452
-4107.07942,1,120.467331
-4502.664265,1,120.513206
-3738.052498,1,120.557086
-1297.176649,1,120.596951
-4996.45943,1,120.638839
-6543.782202,1,120.681755
-4090.968669,1,120.722647
-4096.945973,1,120.766498
-2494.151503,1,120.818394
-56.425787,1,120.865265
-2559.828259,1,120.91214
-2865.781394,1,120.96101
-2996.194814,1,121.013838
-46.729835,1,121.059745
-2779.884716,1,121.10662
-285.422353,1,121.152466
-5491.669921,1,121.205496
-4837.166955,1,121.249384
-6.735806,1,121.29426
-6248.307532,1,121.339142
-3022.027513,1,121.385016
-638.926804,1,121.430886
-4045.591026,1,121.473778
-2531.921245,1,121.520654
-8428.00123,1,121.570165
-189.803645,1,121.617038
-7297.241654,1,121.664909
-3017.702848,1,121.711752
-2093.337134,1,121.755635
-2306.518183,1,121.797524
-8835.865919,1,121.84044
-488.339331,1,121.886285
-9015.710216,1,121.932164
-1948.435393,1,121.97804
-2473.735563,1,122.02292
-6353.937598,1,122.06883
-4080.684226,1,122.113711
-2457.633804,1,122.160583
-405.22191,1,122.205462
-1174.114495,1,122.249315
-3600.194037,1,122.298184
-3256.756302,1,122.348085
-557.275926,1,122.396921
-1251.900029,1,122.444792
-4061.922136,1,122.492696
-148.322676,1,122.540568
-564.074305,1,122.587415
-1090.20052,1,122.632291
-1120.646322,1,122.679202
-5349.555114,1,122.725075
-6204.010766,1,122.77092
-10846.976663,1,122.8158
-579.091927,1,122.860714
-4328.156829,1,122.906558
-5060.798759,1,122.952435
-4827.112525,1,122.99834
-818.678833,1,123.045219
-6441.589068,1,123.094088
-1682.664812,1,123.14595
-994.644774,1,123.1898
-1190.1686,1,123.231717
-1217.84243,1,123.272579
-1063.277935,1,123.316461
-1896.362138,1,123.376334
-5569.920299,1,123.425206
-690.99173,1,123.473067
-1716.82554,1,123.518924
-855.995912,1,123.565796
-969.426855,1,123.609709
-9686.697495,1,123.657552
-27.806544,1,123.703458
-713.025046,1,123.752296
-4601.030035,1,123.802193
-2976.314898,1,123.850036
-3165.518242,1,123.895947
-12727.068444,1,123.944781
-3471.003539,1,123.991657
-9007.092565,1,124.038561
-5132.70676,1,124.086437
-802.734187,1,124.133277
-12.110702,1,124.180186
-1842.247734,1,124.227028
-4537.967431,1,124.271906
-3237.828814,1,124.316787
-1426.039381,1,124.361698
-263.421357,1,124.408575
-745.564176,1,124.456414
-3431.245739,1,124.503288
-172.934447,1,124.550164
-3571.498184,1,124.596071
-2265.640868,1,124.64095
-1648.486651,1,124.684834
-4115.473947,1,124.732675
-5816.651814,1,124.781545
-13089.518929,1,124.82945
-2619.646365,1,124.879315
-1869.83197,1,124.930148
-239.063322,1,124.980015
-187.93299,1,125.030877
-8068.332088,1,125.082738
-592.477062,1,125.141583
-3590.887822,1,125.208403
-1165.659197,1,125.256275
-4223.525309,1,125.307139
-4284.746928,1,125.363987
-260.273979,1,125.418839
-5295.031165,1,125.468707
-4025.460925,1,125.519605
-476.968825,1,125.571467
-4802.227419,1,125.626294
-10833.966373,1,125.678147
-2395.8399,1,125.728014
-31.20997,1,125.775885
-4998.673193,1,125.823757
-12030.152569,1,125.871629
-1849.046161,1,125.920499
-5921.509799,1,125.968402
-3911.967875,1,126.014248
-570.948389,1,126.056166
-1840.525787,1,126.098057
-2417.915907,1,126.142936
-3212.187976,1,126.186787
-2029.501734,1,126.231668
-3130.093188,1,126.273589
-1563.978862,1,126.319432
-7649.54605,1,126.366341
-2415.587677,1,126.413182
-750.792485,1,126.459417
-2801.747197,1,126.501306
-3177.742138,1,126.549182
-3325.925121,1,126.597022
-1536.096505,1,126.653901
-7711.762094,1,126.705761
-3559.002517,1,126.761579
-1683.201807,1,126.814471
-7288.616918,1,126.866333
-6560.004629,1,126.92315
-5181.878777,1,126.97501
-8849.742168,1,127.027866
-6026.064599,1,127.083716
-153.963283,1,127.135612
-322.633855,1,127.186478
-12789.40539,1,127.237306
-1973.589251,1,127.291162
-6501.704178,1,127.346018
-5112.227976,1,127.402894
-1839.438736,1,127.465697
-325.665416,1,127.520583
-1935.313352,1,127.577436
-3192.578921,1,127.638234
-1204.635352,1,127.69811
-1159.599732,1,127.762901
-8254.639145,1,127.830719
-4147.528587,1,127.892555
-2875.472959,1,127.952394
-5941.519934,1,128.015226
-416.772603,1,128.077062
-361.549264,1,128.136901
-2045.343904,1,128.197738
-2023.040638,1,128.253591
-422.155099,1,128.307446
-5884.08049,1,128.364293
-655.763053,1,128.420148
-1159.052391,1,128.474039
-658.167286,1,128.52789
-5725.851022,1,128.581746
-422.125804,1,128.632609
-5.753233,1,128.683441
-2563.055686,1,128.732342
-1151.286345,1,128.78118
-2573.755368,1,128.830083
-3453.214521,1,128.877956
-8023.344396,1,128.925828
-8045.663883,1,128.972674
-6137.91497,1,129.021537
-2254.403441,1,129.067445
-4981.141743,1,129.115285
-137.270726,1,129.173168
-3436.293107,1,129.233007
-1816.637757,1,129.289852
-155.310189,1,129.340686
-1540.66931,1,129.392544
-1272.539829,1,129.448429
-6116.325183,1,129.50428
-4470.543867,1,129.560099
-3055.521152,1,129.610012
-632.928726,1,129.665846
-3359.886635,1,129.718673
-2579.480732,1,129.775554
-2267.86734,1,129.831404
-4591.344249,1,129.886263
-1160.239932,1,129.940113
-1964.635601,1,129.993941
-1760.30363,1,130.041813
-974.548078,1,130.089681
-332.965705,1,130.13459
-5074.882396,1,130.176482
-25.366033,1,130.224352
-1065.768395,1,130.272211
-2699.238299,1,130.320096
-3197.73722,1,130.365974
-790.43466,1,130.411854
-5334.66217,1,130.458725
-4586.881723,1,130.504602
-3645.127741,1,130.547456
-1339.436339,1,130.588378
-1103.61051,1,130.635255
-2605.074576,1,130.685122
-956.757177,1,130.735951
-1394.991761,1,130.78685
-5333.202181,1,130.834718
-627.50571,1,130.880599
-7211.487798,1,130.925446
-5116.485486,1,130.970357
-2789.240373,1,131.018198
-6.059063,1,131.064113
-6991.587591,1,131.108987
-10.481423,1,131.152867
-5147.102243,1,131.193764
-1300.568178,1,131.237612
-4384.881457,1,131.280526
-3786.241342,1,131.325422
-2911.862611,1,131.372283
-336.051522,1,131.421121
-1603.068111,1,131.469024
-5243.475868,1,131.517862
-2688.097655,1,131.562773
-2836.70252,1,131.615632
-6173.632659,1,131.660481
-13624.426003,1,131.704364
-4904.706174,1,131.748276
-1770.101824,1,131.794155
-599.988006,1,131.840034
-758.56512,1,131.896884
-5908.715405,1,131.943755
-2090.872654,1,131.987637
-1024.418192,1,132.033483
-624.816553,1,132.079361
-6952.154685,1,132.124273
-4929.691144,1,132.167165
-3503.139827,1,132.208016
-1200.949413,1,132.253925
-2578.431862,1,132.296809
-10938.768479,1,132.336703
-6483.563228,1,132.38255
-509.39,1,132.43142
-4605.204363,1,132.479323
-1925.175964,1,132.528192
-5.932429,1,132.573079
-4495.752616,1,132.616955
-9692.289374,1,132.662836
-1928.95652,1,132.707714
-6819.589858,1,132.753589
-5026.28165,1,132.800464
-1828.811926,1,132.848305
-2724.788287,1,132.894213
-20.751697,1,132.943083
-107.578845,1,132.990954
-5.974868,1,133.034806
-2580.167529,1,133.080714
-4247.609744,1,133.126592
-2371.541945,1,133.172436
-13.538252,1,133.218349
-2384.604272,1,133.263228
-107.350367,1,133.309073
-10559.211605,1,133.353952
-6724.138539,1,133.399858
-3522.646468,1,133.445739
-7477.954236,1,133.488625
-66.064772,1,133.531509
-4013.659604,1,133.576388
-984.495025,1,133.622234
-1029.455534,1,133.668149
-3840.143068,1,133.718025
-3806.775627,1,133.762891
-508.705596,1,133.80877
-186.912371,1,133.854645
-4714.13332,1,133.898528
-4056.203118,1,133.945402
-2270.170348,1,133.990283
-12636.123074,1,134.032139
-11197.133006,1,134.077019
-42.403334,1,134.121932
-2073.49134,1,134.166778
-919.99339,1,134.21169
-6112.795271,1,134.255575
-8167.553033,1,134.300426
-1748.756825,1,134.342328
-1488.164168,1,134.385195
-250.241178,1,134.427121
-3379.573845,1,134.471058
-1963.450841,1,134.516937
-2267.233941,1,134.561786
-8028.957437,1,134.607704
-8605.560261,1,134.653541
-7104.954359,1,134.699956
-8493.740859,1,134.746836
-2861.135314,1,134.791715
-1549.897168,1,134.837592
-4720.50182,1,134.88347
-4770.354037,1,134.923363
-152.346933,1,134.963289
-7.968778,1,135.010133
-3616.562589,1,135.059034
-908.511845,1,135.106872
-3494.397954,1,135.154778
-3737.065247,1,135.202617
-1286.786403,1,135.247527
-8594.432185,1,135.290414
-1110.188747,1,135.33629
-6991.670591,1,135.383134
-974.635539,1,135.430017
-768.528044,1,135.473891
-1633.432381,1,135.519768
-9207.142073,1,135.565677
-45.352624,1,135.612522
-3688.78786,1,135.656403
-3850.404291,1,135.702281
-6834.067919,1,135.747193
-4494.188607,1,135.79204
-5348.68888,1,135.837948
-8468.077647,1,135.885789
-2471.519253,1,135.929704
-1658.561602,1,135.972588
-3336.475726,1,136.016474
-4285.425824,1,136.06132
-4395.011792,1,136.107229
-3968.822063,1,136.15208
-6641.372675,1,136.200947
-5416.765371,1,136.246856
-8768.95358,1,136.291735
-3332.73819,1,136.337582
-1909.210656,1,136.383459
-5644.803871,1,136.430333
-1328.649588,1,136.474216
-3515.421147,1,136.518129
-5196.507403,1,136.558989
-444.780173,1,136.60387
-6506.08175,1,136.649747
-4583.062829,1,136.695626
-5967.222673,1,136.740535
-4656.738933,1,136.786382
-1704.579224,1,136.832259
-14455.385239,1,136.878136
-7.91064,1,136.922027
-612.12083,1,136.9669
-9994.82109,1,137.010782
-1262.419456,1,137.054696
-5575.715234,1,137.101539
-840.602701,1,137.146418
-1126.540882,1,137.196286
-17704.390441,1,137.241197
-5036.141142,1,137.287074
-801.042236,1,137.33292
-2185.086398,1,137.378798
-1870.027307,1,137.430754
-142.50346,1,137.473672
-1480.538269,1,137.519515
-1356.88061,1,137.564427
-13587.613188,1,137.610273
-6835.398373,1,137.664129
-277.204267,1,137.710008
-5.918934,1,137.752926
-469.664412,1,137.796774
-990.72878,1,137.83969
-8046.560126,1,137.885536
-9427.962581,1,137.92942
-2537.651151,1,137.97031
-21.345207,1,138.012228
-8896.089965,1,138.058107
-58.747889,1,138.103988
-10359.197483,1,138.149865
-11094.617589,1,138.195696
-7283.541413,1,138.24061
-7453.732585,1,138.286487
-6068.771936,1,138.331364
-4712.544817,1,138.378208
-4705.898232,1,138.423118
-7072.374932,1,138.465974
-67.648185,1,138.510893
-385.459747,1,138.558764
-3387.655803,1,138.605635
-2802.980668,1,138.649513
-3383.621828,1,138.692368
-5786.920551,1,138.736282
-5497.880635,1,138.782167
-4317.920356,1,138.827007
-2807.557045,1,138.86843
-552.242855,1,138.913309
-6576.157934,1,138.960183
-4166.988378,1,139.006062
-2035.649865,1,139.051939
-153.404635,1,139.098814
-6731.925858,1,139.143727
-5.964707,1,139.191589
-976.187443,1,139.239476
-5272.991028,1,139.285314
-3984.838951,1,139.331191
-115.648986,1,139.37311
-4462.971002,1,139.418957
-1247.77725,1,139.464834
-403.872614,1,139.510712
-5285.134534,1,139.556589
-3298.373123,1,139.602466
-6425.373355,1,139.647347
-46.53289,1,139.692257
-433.137302,1,139.738102
-2240.38264,1,139.782025
-3524.94851,1,139.827863
-1839.208093,1,139.873762
-1064.156214,1,139.919618
-5340.413618,1,139.966493
-11335.278457,1,140.01237
-3854.793682,1,140.058247
-456.711807,1,140.102161
-2031.386516,1,140.147009
-1321.352251,1,140.192919
-4531.962748,1,140.238765
-585.920018,1,140.282647
-5861.567365,1,140.32254
-737.582512,1,140.366423
-2989.573385,1,140.410306
-6413.257727,1,140.45419
-501.779556,1,140.499099
-373.654525,1,140.545943
-6179.003423,1,140.588828
-4406.959242,1,140.63371
-299.374263,1,140.678592
-3324.815209,1,140.724469
-7171.948169,1,140.76935
-2124.325887,1,140.813231
-1361.687614,1,140.859109
-2711.149266,1,140.902991
-560.185584,1,140.948838
-1608.015995,1,140.995744
-4277.433748,1,141.040623
-4396.939844,1,141.08647
-461.557922,1,141.135377
-4535.76297,1,141.180254
-1183.306383,1,141.228127
-745.414258,1,141.272003
-11214.673097,1,141.314859
-444.543446,1,141.36077
-4432.555276,1,141.407642
-1284.573912,1,141.455515
-3164.540317,1,141.502389
-1262.449979,1,141.547276
-498.827654,1,141.594145
-1834.036008,1,141.642016
-5.993175,1,141.68889
-4395.560721,1,141.735767
-428.259258,1,141.780645
-34.190692,1,141.825525
-10410.714693,1,141.870404
-2601.521568,1,141.914287
-2096.943211,1,141.957144
-31.945456,1,142.002053
-4253.441276,1,142.04993
-2397.973106,1,142.095772
-5994.294776,1,142.141684
-11592.854924,1,142.188554
-3380.456077,1,142.23543
-1950.979493,1,142.283302
-1261.862572,1,142.329182
-3017.573997,1,142.374061
-2035.792646,1,142.419935
-8138.800082,1,142.465813
-2534.965259,1,142.512657
-1733.125435,1,142.555573
-112.485146,1,142.599455
-6074.754944,1,142.644335
-195.182787,1,142.689189
-5347.16912,1,142.734065
-588.916642,1,142.77795
-4840.55044,1,142.824854
-3303.051226,1,142.870702
-2463.598607,1,142.917606
-4001.51382,1,142.964454
-6.009223,1,143.013349
-11442.166512,1,143.062219
-5578.601616,1,143.108098
-4358.24703,1,143.152
-2936.658085,1,143.192874
-549.184176,1,143.234729
-7530.784034,1,143.279606
-5011.157258,1,143.324489
-7930.96899,1,143.370363
-6725.44589,1,143.414276
-1636.998302,1,143.459074
-4857.534678,1,143.504932
-4581.079119,1,143.549821
-3330.463551,1,143.595705
-3135.777195,1,143.64058
-3553.483203,1,143.686446
-9668.818804,1,143.730145
-260.891821,1,143.78101
-4692.743752,1,143.828882
-2553.19528,1,143.876756
-636.55306,1,143.922608
-149.577111,1,143.967519
-3573.529592,1,144.01137
-2661.798265,1,144.055285
-1257.569489,1,144.099167
-4099.594326,1,144.145059
-3370.415565,1,144.190922
-3780.623043,1,144.236802
-8241.058756,1,144.283674
-4560.574275,1,144.329549
-5594.647318,1,144.372438
-5437.887902,1,144.417315
-329.423625,1,144.463198
-1640.178957,1,144.50904
-1594.867034,1,144.554956
-147.200118,1,144.598287
-8293.30709,1,144.639206
-3208.507522,1,144.68309
-5507.143614,1,144.729937
-4599.913048,1,144.77581
-2117.661888,1,144.819693
-419.197676,1,144.863575
-1007.023104,1,144.906461
-13.99443,1,144.950375
-3207.1463,1,144.994226
-5162.165359,1,145.036114
-11624.672652,1,145.08003
-311.168976,1,145.123879
-1861.25488,1,145.166765
-5983.821084,1,145.213639
-2219.024569,1,145.259516
-3362.763509,1,145.304428
-2943.943845,1,145.350274
-6387.343059,1,145.395154
-9621.873448,1,145.441032
-450.171817,1,145.486942
-3919.529355,1,145.530799
-10247.282769,1,145.575702
-7721.653234,1,145.617559
-1522.364671,1,145.664465
-1790.132927,1,145.71131
-24.135372,1,145.757186
-12195.726967,1,145.804062
-6346.566904,1,145.848972
-5226.718068,1,145.894819
-3266.270125,1,145.939698
-6636.83074,1,145.985575
-1440.80284,1,146.028491
-2590.106967,1,146.073371
-628.176342,1,146.120216
-2377.351489,1,146.166124
-1545.935099,1,146.212002
-1944.282064,1,146.257847
-2089.28429,1,146.316692
-2804.487632,1,146.36157
-2747.288365,1,146.40449
-1370.810742,1,146.448339
-14520.490953,1,146.491223
-2410.024954,1,146.536103
-595.36816,1,146.581981
-1070.912919,1,146.626892
-4592.762052,1,146.672738
-8578.887703,1,146.718616
-1085.760426,1,146.762498
-4780.134786,1,146.807379
-8105.355306,1,146.853256
-2610.807537,1,146.897138
-372.663797,1,146.943016
-1288.579356,1,146.986867
-2773.11198,1,147.031755
-39.773284,1,147.077624
-2937.825113,1,147.123502
-111.786677,1,147.166386
-2851.428848,1,147.20928
-4694.13409,1,147.255119
-3591.036756,1,147.300996
-6464.670045,1,147.346905
-2576.953534,1,147.390786
-406.110817,1,147.433642
-38.7472,1,147.477556
-3251.136417,1,147.521437
-80.851827,1,147.563326
-769.029342,1,147.608175
-11550.748887,1,147.6501
-7013.800137,1,147.694978
-3564.384063,1,147.740851
-1853.197383,1,147.786728
-1360.085035,1,147.831608
-3755.032219,1,147.875397
-1546.552757,1,147.919309
-144.707197,1,147.964159
-3367.840748,1,148.010036
-907.48107,1,148.053918
-1086.797949,1,148.099829
-48.368444,1,148.149699
-11301.274276,1,148.200527
-5266.780078,1,148.251391
-11211.992959,1,148.297268
-1336.818288,1,148.340153
-8325.104059,1,148.386032
-8632.46162,1,148.431908
-2384.04396,1,148.478814
-2969.217345,1,148.525659
-27.370798,1,148.571567
-15384.914969,1,148.620413
-7142.483353,1,148.667279
-5858.468516,1,148.715184
-412.140959,1,148.760031
-2068.919522,1,148.804909
-2000.978264,1,148.850788
-4281.064654,1,148.896667
-3144.974415,1,148.942574
-7446.15932,1,148.987455
-2971.762031,1,149.035295
-2608.89311,1,149.081172
-2707.584073,1,149.128078
-6.041508,1,149.174956
-2454.161325,1,149.222825
-79.508079,1,149.270667
-149.177724,1,149.318537
-335.485443,1,149.364447
-2590.630961,1,149.411321
-9512.399686,1,149.458196
-13115.87021,1,149.50504
-8144.522213,1,149.551944
-6701.910909,1,149.597822
-263.073721,1,149.644698
-150.847438,1,149.690574
-1899.971667,1,149.735453
-5487.886083,1,149.782297
-3118.040175,1,149.830201
-704.063556,1,149.880068
-5.789724,1,149.927944
-4115.039562,1,149.975811
-1803.254163,1,150.025648
-1239.16952,1,150.074517
-7328.268724,1,150.121391
-5196.488734,1,150.172255
-5035.415913,1,150.229103
-2112.619978,1,150.280964
-3001.441231,1,150.331829
-672.86856,1,150.380697
-4587.188019,1,150.432559
-4752.055683,1,150.47747
-1361.746729,1,150.523348
-5.948796,1,150.571223
-755.108629,1,150.618062
-47.078769,1,150.66394
-12083.547891,1,150.707853
-3628.252031,1,150.752735
-2282.59695,1,150.796617
-3485.820446,1,150.8405
-56.923722,1,150.884373
-29.155467,1,150.927271
-324.980523,1,150.972116
-6094.023573,1,151.015999
-6941.466862,1,151.06091
-1422.720009,1,151.104792
-2568.656838,1,151.148644
-613.232018,1,151.18854
-33.638488,1,151.233417
-9626.546532,1,151.277299
-3887.056533,1,151.321218
-131.233576,1,151.367062
-18.990821,1,151.41194
-4676.881633,1,151.462805
-48.843231,1,151.506687
-763.021978,1,151.551568
-4245.274862,1,151.595482
-63.075519,1,151.642325
-1430.135888,1,151.686208
-1709.84507,1,151.731119
-266.126165,1,151.776964
-2905.803358,1,151.822874
-442.107197,1,151.86476
-38.845414,1,151.90562
-4040.314264,1,151.947539
-4508.834117,1,151.992388
-48.391691,1,152.036271
-3056.174948,1,152.079191
-2905.610402,1,152.119081
-295.064922,1,152.164928
-5550.782858,1,152.210835
-10114.10987,1,152.25372
-801.641229,1,152.296606
-1652.039,1,152.342455
-4156.835179,1,152.389328
-3350.627296,1,152.43423
-757.919796,1,152.494048
-6566.598504,1,152.540954
-5926.915553,1,152.586799
-9053.247795,1,152.634671
-809.278041,1,152.681547
-1804.405595,1,152.730415
-380.051409,1,152.777291
-1241.286549,1,152.826191
-121.762465,1,152.880047
-2708.790355,1,152.927895
-5667.104502,1,152.984767
-23.416431,1,153.037595
-5003.673699,1,153.093477
-213.242538,1,153.147301
-10240.316536,1,153.200192
-182.569044,1,153.258036
-2592.23716,1,153.307903
-13510.072203,1,153.35674
-7528.538562,1,153.424561
-586.383764,1,153.479412
-4812.18521,1,153.534266
-8167.13971,1,153.592113
-4797.088522,1,153.642975
-3961.001759,1,153.692843
-2196.834951,1,153.748725
-4219.666939,1,153.804577
-4807.324808,1,153.859397
-305.970072,1,153.908298
-3810.696937,1,153.960128
-977.366574,1,154.010025
-373.601861,1,154.056868
-926.735323,1,154.115711
-14375.490132,1,154.173557
-1428.830591,1,154.229442
-20.09072,1,154.285258
-623.914496,1,154.339145
-4876.088807,1,154.38898
-5460.771019,1,154.441839
-5.944932,1,154.497691
-2792.703515,1,154.55354
-1402.897032,1,154.612383
-261.499924,1,154.674251
-1139.648257,1,154.730069
-349.522565,1,154.787917
-2051.716785,1,154.845791
-4180.701744,1,154.90161
-2570.279826,1,154.966437
-5901.693302,1,155.041238
-3769.455616,1,155.105071
-3526.358923,1,155.170894
-767.218151,1,155.23073
-2633.419237,1,155.303536
-1216.709562,1,155.36537
-2745.31329,1,155.421221
-12389.40004,1,155.478068
-2695.724679,1,155.535914
-3979.684479,1,155.591765
-1545.226799,1,155.650607
-315.756164,1,155.703466
-1057.217759,1,155.75935
-12.998412,1,155.813173
-8932.869237,1,155.86506
-972.36814,1,155.926903
-12595.759285,1,155.987706
-7.987342,1,156.049541
-1366.878729,1,156.110414
-2059.325189,1,156.170218
-881.995297,1,156.228097
-2010.488069,1,156.283914
-74.60699,1,156.339764
-21.239452,1,156.397643
-6872.422339,1,156.454491
-7678.519378,1,156.508313
-135.777693,1,156.567155
-1473.964707,1,156.623008
-546.04447,1,156.678858
-1928.525948,1,156.737703
-5752.926027,1,156.794548
-24.665671,1,156.8624
-4642.354479,1,156.918218
-9406.691591,1,156.990055
-1636.224308,1,157.050863
-13191.940306,1,157.106745
-2589.166075,1,157.161567
-211.082546,1,157.227393
-3767.395371,1,157.298236
-1458.267361,1,157.361032
-4176.247365,1,157.431845
-429.150442,1,157.496708
-5144.661028,1,157.556511
-1008.964951,1,157.616351
-263.451653,1,157.675194
-2214.115501,1,157.735034
-1951.247324,1,157.796869
-1629.828975,1,157.855712
-9250.804283,1,157.910564
-4026.44293,1,157.964424
-2017.346246,1,158.015317
-9169.707032,1,158.067146
-219.516345,1,158.116015
-6427.527688,1,158.163887
-2023.634592,1,158.2078
-695.800314,1,158.250655
-553.447126,1,158.296534
-2961.227592,1,158.340448
-407.39837,1,158.388319
-2576.010538,1,158.436162
-4246.738982,1,158.484031
-6082.093771,1,158.529939
-16.240752,1,158.575786
-7263.98851,1,158.621663
-3749.736302,1,158.667572
-137.262398,1,158.713418
-4722.578319,1,158.758329
-689.870117,1,158.804175
-3156.285428,1,158.851082
-5263.058424,1,158.896958
-99.522184,1,158.9448
-1150.531086,1,158.990711
-5.762052,1,159.040543
-1662.107506,1,159.089412
-11.368849,1,159.139279
-76.706572,1,159.188148
-212.47495,1,159.23602
-3067.499726,1,159.283892
-9147.189651,1,159.330798
-3275.264186,1,159.376644
-2675.119674,1,159.423519
-1475.547423,1,159.467421
-766.896074,1,159.511316
-2722.931061,1,159.556164
-1729.628875,1,159.599052
-2974.299108,1,159.644927
-776.473555,1,159.689838
-5427.256455,1,159.737
-2483.304945,1,159.784873
-5045.437129,1,159.833742
-8395.009055,1,159.881613
-4667.208574,1,159.926494
-1849.163809,1,159.970348
-6241.059797,1,160.01725
-9640.831482,1,160.062132
-175.512137,1,160.109005
-5883.040942,1,160.154884
-213.04214,1,160.20073
-5.85265,1,160.246607
-2935.604717,1,160.293481
-2615.834819,1,160.340387
-318.383169,1,160.386235
-1356.582956,1,160.43211
-7043.265005,1,160.478018
-5371.117808,1,160.522899
-9766.25045,1,160.56878
-3221.18253,1,160.614653
-967.913293,1,160.659505
-5687.547207,1,160.70538
-3385.619465,1,160.759266
-3635.0741,1,160.802152
-957.816575,1,160.845037
-604.985542,1,160.887892
-2759.961602,1,160.930809
-10319.654222,1,160.976739
-1783.144728,1,161.020589
-9962.12238,1,161.066466
-14.528384,1,161.112343
-2477.307652,1,161.158221
-1411.571294,1,161.202102
-2914.095356,1,161.244033
-1576.916023,1,161.287873
-10202.675555,1,161.333448
-111.778588,1,161.380291
-6.036171,1,161.425171
-2596.65111,1,161.469088
-552.931933,1,161.521277
-37.380564,1,161.56121
-2891.686027,1,161.605056
-2564.680173,1,161.650934
-3107.856878,1,161.69585
-876.669964,1,161.742722
-2896.333226,1,161.787566
-10113.210895,1,161.833476
-2807.066139,1,161.877328
-3440.892836,1,161.923203
-3995.080362,1,161.969103
-2276.421615,1,162.014958
-2092.401828,1,162.060855
-2052.875079,1,162.104746
-4572.472305,1,162.150634
-5030.598202,1,162.197501
-2289.956461,1,162.239389
-626.085931,1,162.284268
-1235.187238,1,162.330117
-3325.093536,1,162.375656
-1415.857292,1,162.416927
-7615.83993,1,162.456327
-37.457614,1,162.501174
-3417.577505,1,162.546085
-2835.277537,1,162.593926
-371.424123,1,162.641798
-398.026298,1,162.686314
-66.379788,1,162.732195
-430.772418,1,162.777071
-135.729747,1,162.822948
-2065.805673,1,162.86683
-3589.659114,1,162.910683
-5464.512888,1,162.95281
-7214.075321,1,162.996732
-5354.988519,1,163.041609
-1467.646433,1,163.088452
-2457.617291,1,163.134342
-4543.153965,1,163.180206
-4755.839275,1,163.225086
-4465.15319,1,163.267972
-11451.286111,1,163.309882
-7980.165359,1,163.355737
-2632.233821,1,163.400652
-7330.66167,1,163.446495
-547.363825,1,163.492372
-8024.898585,1,163.538281
-7.642231,1,163.582164
-10655.132426,1,163.628041
-6898.407267,1,163.675917
-4073.356077,1,163.723754
-6683.980572,1,163.768632
-1673.969439,1,163.81451
-2560.952168,1,163.859427
-3855.525307,1,163.904303
-1196.017155,1,163.95018
-1440.881365,1,163.994062
-2709.690792,1,164.037914
-855.956753,1,164.081796
-584.852129,1,164.127673
-4121.284572,1,164.171586
-12647.932033,1,164.216468
-8445.106507,1,164.260318
-6163.591508,1,164.303204
