#{"t_start": 1598502398.0228744, "env_id": "openDSS-v0"}
r,l,t 
-5763.790561,1,371.683113
-5403.136739,1,371.725996
-4124.872295,1,371.769879
-26.992714,1,371.814759
-5610.59661,1,371.856648
-2471.021486,1,371.900533
-2021.67093,1,371.94541
-1661.380919,1,371.991288
-4120.978594,1,372.037136
-3116.160675,1,372.082047
-8170.202885,1,372.126924
-8364.470996,1,372.169811
-2755.649067,1,372.212708
-5198.655354,1,372.255587
-5141.036118,1,372.30046
-1140.003752,1,372.34531
-18.168718,1,372.390206
-10171.728573,1,372.435099
-1608.838545,1,372.480989
-1018.422173,1,372.521867
-10177.976221,1,372.564754
-1780.475756,1,372.607639
-4136.164486,1,372.652488
-4047.632081,1,372.699396
-21.65075,1,372.741281
-14857.198339,1,372.786131
-1770.999007,1,372.831042
-5.890662,1,372.876891
-5692.174593,1,372.920802
-7881.415704,1,372.964685
-1082.148031,1,373.009564
-167.461106,1,373.053451
-8485.420578,1,373.105307
-3468.988465,1,373.147197
-6716.089321,1,373.190089
-6550.396486,1,373.232939
-4094.838914,1,373.280811
-323.37167,1,373.328683
-1492.309057,1,373.374589
-8155.772151,1,373.418472
-4200.68672,1,373.471301
-1697.805388,1,373.521201
-2168.795386,1,373.571064
-3307.017039,1,373.623894
-2440.808738,1,373.670769
-160.933272,1,373.727647
-2791.875495,1,373.785463
-85.191813,1,373.840315
-1611.353829,1,373.888219
-4153.545893,1,373.938083
-13104.486599,1,373.992943
-1262.960549,1,374.048788
-1787.736612,1,374.100651
-790.178967,1,374.149517
-731.72846,1,374.198386
-4330.805934,1,374.244266
-6368.370005,1,374.290143
-371.64687,1,374.336019
-874.214339,1,374.381895
-7178.57337,1,374.426775
-2754.607025,1,374.472622
-3125.961526,1,374.517532
-5171.550225,1,374.563379
-1354.251336,1,374.607292
-6251.187257,1,374.652172
-7675.596468,1,374.695061
-1308.994601,1,374.735946
-1157.039049,1,374.776808
-969.319146,1,374.822716
-3840.512949,1,374.865571
-5573.162671,1,374.907489
-3576.559868,1,374.952373
-3774.016636,1,374.999244
-1131.171056,1,375.044124
-6498.374837,1,375.087011
-4558.885787,1,375.132892
-2002.97947,1,375.179761
-3112.609603,1,375.225641
-3911.262421,1,375.271516
-1389.16564,1,375.315402
-2926.676124,1,375.361286
-2197.030002,1,375.406126
-7459.405777,1,375.451037
-961.570436,1,375.494891
-3458.033632,1,375.536809
-3675.347253,1,375.581687
-383.849331,1,375.628561
-6212.136441,1,375.673441
-4718.193025,1,375.717324
-1908.699219,1,375.759212
-8430.601027,1,375.802097
-6781.447835,1,375.84598
-7992.977674,1,375.89183
-333.585737,1,375.937704
-7329.740649,1,375.981587
-5252.984973,1,376.022507
-572.171298,1,376.06042
-60.300756,1,376.101298
-4166.100579,1,376.146182
-7630.376749,1,376.192024
-12048.80255,1,376.237939
-901.751396,1,376.281819
-1638.260468,1,376.330684
-11752.508093,1,376.375565
-4237.217615,1,376.423444
-1383.294952,1,376.471278
-1577.541611,1,376.52015
-4786.145911,1,376.568049
-4010.836804,1,376.613896
-4971.783645,1,376.659804
-8834.920001,1,376.705682
-3022.869602,1,376.750563
-1268.552154,1,376.794444
-3565.467454,1,376.839324
-5924.930871,1,376.882179
-408.852298,1,376.928091
-607.334178,1,376.97197
-6711.293896,1,377.01685
-1047.462689,1,377.060734
-284.247663,1,377.105613
-5824.262928,1,377.151459
-2830.657611,1,377.195341
-5.920403,1,377.239227
-1562.548019,1,377.284138
-3843.853186,1,377.328017
-1051.57641,1,377.371905
-1381.138705,1,377.41778
-528.007686,1,377.46163
-365.841031,1,377.505543
-5251.549199,1,377.549405
-741.288157,1,377.591285
-4176.229334,1,377.630178
-1039.73698,1,377.673095
-921.624918,1,377.718973
-3301.80637,1,377.761827
-1210.894573,1,377.80571
-2977.455729,1,377.848625
-195.442399,1,377.893509
-3644.729964,1,377.936391
-6744.187485,1,377.981273
-9.215206,1,378.027148
-530.241111,1,378.071031
-7686.445112,1,378.110931
-5692.465119,1,378.154815
-3358.402193,1,378.200684
-4622.719754,1,378.244569
-993.577912,1,378.285458
-3732.496309,1,378.330341
-941.57951,1,378.376215
-6089.808504,1,378.422093
-260.285992,1,378.46894
-5.866766,1,378.515849
-4662.838372,1,378.562718
-7885.335466,1,378.608596
-1186.120382,1,378.658459
-10750.330024,1,378.701316
-3314.20303,1,378.746195
-5774.978116,1,378.79606
-19.22273,1,378.85095
-4100.666283,1,378.900813
-1318.827134,1,378.949683
-5648.942052,1,378.99855
-1951.361381,1,379.046424
-28.470209,1,379.104271
-2974.234609,1,379.162118
-2191.804358,1,379.212945
-4228.913778,1,379.267805
-8280.201803,1,379.324649
-1027.070404,1,379.388381
-4446.250191,1,379.445259
-9498.36148,1,379.504068
-6106.292132,1,379.561917
-4196.736611,1,379.612779
-4898.03188,1,379.66065
-2599.673505,1,379.708554
-12502.536321,1,379.756393
-1253.645776,1,379.805295
-288.592315,1,379.853149
-10076.853197,1,379.900041
-5596.686217,1,379.945887
-3375.792866,1,379.991764
-8426.29395,1,380.03768
-4327.090323,1,380.083559
-7064.603874,1,380.130434
-5195.510779,1,380.174316
-2169.575506,1,380.218232
-4547.497187,1,380.262113
-1907.63352,1,380.309953
-1967.176613,1,380.35583
-2055.626293,1,380.401708
-2096.993107,1,380.446621
-3001.459487,1,380.492466
-4569.658684,1,380.537345
-5590.544673,1,380.581258
-91.582186,1,380.622153
-2155.150149,1,380.665035
-266.958625,1,380.710883
-2242.282883,1,380.753767
-1850.426422,1,380.797681
-53.686764,1,380.841532
-2038.272515,1,380.881425
-1536.061805,1,380.925309
-105.771589,1,380.969223
-5497.506944,1,381.0151
-4714.147139,1,381.058951
-8223.958282,1,381.105826
-15.629351,1,381.147744
-6642.685979,1,381.191596
-36.050068,1,381.236507
-2697.730435,1,381.280382
-77.354946,1,381.32524
-3215.137575,1,381.371117
-4615.490094,1,381.414001
-6.005008,1,381.45589
-3037.04824,1,381.495814
-1458.552594,1,381.541661
-6716.453221,1,381.583549
-2430.865482,1,381.62444
-67.161821,1,381.668322
-2399.717041,1,381.713235
-2016.691724,1,381.757084
-1504.775746,1,381.801965
-37.431145,1,381.84485
-326.272467,1,381.889729
-835.854965,1,381.935607
-4547.851772,1,381.981484
-9.725093,1,382.030354
-1571.849308,1,382.080254
-8440.091601,1,382.126097
-5470.38284,1,382.171976
-6151.682286,1,382.21489
-1759.493061,1,382.257746
-3496.759024,1,382.301627
-12152.70821,1,382.346508
-474.923463,1,382.392417
-316.274302,1,382.438262
-383.780525,1,382.485137
-2412.473387,1,382.532012
-4512.864659,1,382.580914
-28.793396,1,382.631776
-4863.317391,1,382.677624
-1720.986371,1,382.720508
-12764.509838,1,382.763428
-5809.741182,1,382.808275
-1595.30114,1,382.853153
-56.460229,1,382.900029
-705.12139,1,382.945937
-3592.307889,1,382.989822
-876.4018,1,383.034668
-2922.360437,1,383.077554
-3557.028976,1,383.123431
-434.92786,1,383.169308
-560.959803,1,383.221171
-468.587294,1,383.269042
-5426.918458,1,383.321903
-2902.618946,1,383.379746
-246.837081,1,383.441581
-1280.953487,1,383.501422
-3773.228903,1,383.551287
-679.082585,1,383.600157
-6.109116,1,383.647061
-5243.269751,1,383.689916
-863.546599,1,383.734796
-1670.095256,1,383.782668
-7487.354988,1,383.832535
-1729.266541,1,383.880439
-2350.311155,1,383.927313
-1985.927484,1,383.97319
-3199.090808,1,384.020071
-7639.743982,1,384.063917
-5611.627871,1,384.106835
-8192.415872,1,384.153677
-4179.980716,1,384.198587
-2106.446005,1,384.243456
-5179.264896,1,384.287319
-2757.907196,1,384.331233
-2461.793972,1,384.377079
-472.729218,1,384.422956
-5044.680673,1,384.467874
-3940.983435,1,384.513714
-9728.965852,1,384.559623
-652.76532,1,384.605468
-203.568734,1,384.650379
-4389.106153,1,384.694232
-3713.881503,1,384.73814
-5179.285686,1,384.783998
-3172.367991,1,384.827874
-5064.257532,1,384.870759
-2052.43199,1,384.914642
-6550.914077,1,384.957526
-4310.124404,1,384.995427
-2344.091532,1,385.030332
-1053.76833,1,385.067233
-6821.20272,1,385.118336
-1935.517045,1,385.164214
-3606.054551,1,385.208096
-37.515787,1,385.249984
-7.305449,1,385.293867
-7360.853498,1,385.337781
-5006.382949,1,385.383693
-5063.598156,1,385.4296
-2170.593043,1,385.47448
-3664.362489,1,385.520357
-10243.891452,1,385.572223
-490.283532,1,385.616072
-68.409779,1,385.658986
-1310.853412,1,385.702869
-578.47775,1,385.745753
-837.39798,1,385.788639
-253.837756,1,385.83651
-2892.088079,1,385.882388
-8.259356,1,385.931262
-2366.700025,1,385.977145
-5749.305334,1,386.024009
-2125.547532,1,386.069892
-6923.679193,1,386.113771
-6285.473722,1,386.161611
-2058.713419,1,386.208517
-5456.838159,1,386.253367
-724.756583,1,386.300273
-3398.984159,1,386.347147
-1548.376397,1,386.39402
-1648.827084,1,386.438872
-759.183313,1,386.484779
-3011.617598,1,386.53063
-985.450523,1,386.576544
-8922.529244,1,386.624407
-2787.56215,1,386.671283
-6.499073,1,386.71516
-3999.385582,1,386.756053
-10168.198662,1,386.798937
-28.631559,1,386.842789
-1912.280145,1,386.887699
-1616.489709,1,386.931584
-3580.776143,1,386.976462
-5941.400485,1,387.021341
-100.010914,1,387.06323
-6688.71193,1,387.107115
-2057.358195,1,387.152989
-4280.504156,1,387.19588
-4450.505486,1,387.242752
-4920.561831,1,387.293584
-14122.128164,1,387.341488
-277.521165,1,387.389369
-4113.284265,1,387.435206
-3772.734721,1,387.483078
-2448.264277,1,387.529984
-19.631767,1,387.579849
-11001.209469,1,387.63168
-5806.377755,1,387.680552
-3252.736035,1,387.730419
-8242.024779,1,387.771338
-1250.533017,1,387.816217
-347.441754,1,387.858106
-1747.48109,1,387.904982
-3378.587995,1,387.949861
-3016.035479,1,387.99474
-1523.982331,1,388.041615
-4175.547819,1,388.088491
-4392.726643,1,388.134367
-2025.272279,1,388.179216
-2447.321842,1,388.219141
-6882.019944,1,388.264022
-1515.285388,1,388.310894
-775.000948,1,388.355774
-5584.228524,1,388.401652
-1170.971717,1,388.447531
-5.900142,1,388.492409
-5072.089116,1,388.538288
-9649.202147,1,388.582659
-832.256645,1,388.626546
-3909.896264,1,388.670429
-214.58089,1,388.715309
-4814.384696,1,388.764179
-5.898005,1,388.80806
-1752.653679,1,388.852973
-147.134339,1,388.897846
-5123.859418,1,388.941213
-8270.036677,1,388.988089
-8630.296506,1,389.033966
-3195.861784,1,389.074889
-1734.677809,1,389.118771
-4164.133213,1,389.164616
-3433.873493,1,389.207502
-6788.352129,1,389.248392
-1416.397223,1,389.293272
-602.934749,1,389.338156
-14.249142,1,389.383064
-9.850559,1,389.428942
-9681.816876,1,389.471797
-3700.969401,1,389.510692
-2332.47957,1,389.550585
-54.964366,1,389.595465
-1199.664273,1,389.640372
-9499.462005,1,389.687218
-4569.575506,1,389.732131
-6080.876155,1,389.777977
-1769.027215,1,389.823854
-4961.057105,1,389.868765
-6494.910821,1,389.915608
-2089.47665,1,389.959522
-474.552348,1,390.005368
-9452.232165,1,390.05028
-5648.46205,1,390.097123
-8835.868965,1,390.140008
-1515.730231,1,390.176941
-2755.448134,1,390.216836
-3233.742965,1,390.261684
-2147.774949,1,390.307563
-1291.443419,1,390.351475
-361.810415,1,390.397321
-5886.799997,1,390.442232
-1253.84155,1,390.489076
-5337.845441,1,390.534952
-789.250503,1,390.58083
-7538.949697,1,390.624713
-3764.771069,1,390.6666
-1338.733234,1,390.709515
-347.055745,1,390.752372
-10334.87724,1,390.796254
-170.826247,1,390.842132
-394.766735,1,390.887046
-4149.377337,1,390.933887
-1775.294668,1,390.978803
-157.431049,1,391.022648
-6396.94433,1,391.067562
-9458.978726,1,391.111443
-3073.36809,1,391.155326
-104.46292,1,391.197181
-2317.480003,1,391.236078
-11269.463578,1,391.282951
-178.173688,1,391.328831
-1112.499042,1,391.37371
-4484.546899,1,391.418629
-6052.323486,1,391.465076
-4918.428673,1,391.507138
-3304.791495,1,391.563985
-8422.013377,1,391.607945
-5101.706309,1,391.649864
-251.09002,1,391.695751
-9247.581826,1,391.741624
-2144.150351,1,391.786501
-2989.893727,1,391.829383
-2268.739796,1,391.86728
-1007.022796,1,391.907175
-5476.773245,1,391.952057
-7550.961533,1,391.997943
-3108.701528,1,392.043811
-4801.095391,1,392.090686
-8385.776224,1,392.136562
-4636.428598,1,392.18241
-7501.448948,1,392.226321
-2968.609847,1,392.270214
-897.251891,1,392.317052
-8015.898746,1,392.359966
-5515.216923,1,392.403847
-1201.771041,1,392.448731
-2098.531969,1,392.495603
-59.591244,1,392.541482
-2002.387139,1,392.586328
-6970.608223,1,392.631209
-4768.044902,1,392.672099
-983.534635,1,392.71302
-10021.960563,1,392.757894
-382.180903,1,392.80478
-2907.953165,1,392.849655
-752.537798,1,392.890516
-826.88002,1,392.932436
-2200.254969,1,392.977316
-3683.976773,1,393.0202
-2378.843192,1,393.062087
-712.641618,1,393.10597
-2168.491611,1,393.149968
-2658.970308,1,393.19585
-6984.588646,1,393.241759
-4900.424698,1,393.287638
-594.366155,1,393.331518
-627.683287,1,393.374404
-405.811815,1,393.419284
-5114.464689,1,393.470117
-6290.976881,1,393.516992
-4084.96348,1,393.568853
-10594.364075,1,393.616724
-329.698375,1,393.662603
-43.038567,1,393.710473
-2269.164114,1,393.757382
-69.140941,1,393.811239
-162.401465,1,393.866091
-9289.66091,1,393.920946
-7371.048318,1,393.986769
-811.783837,1,394.050569
-5106.800697,1,394.10841
-9044.356089,1,394.170245
-3365.260576,1,394.243052
-3813.911012,1,394.305887
-821.71922,1,394.374697
-10780.538931,1,394.441556
-2939.849233,1,394.507378
-187.130544,1,394.57217
-7693.786332,1,394.636996
-4471.734728,1,394.696841
-759.780311,1,394.83048
-5066.884303,1,394.923232
-1600.532929,1,395.02895
-841.934922,1,395.122699
-2943.81162,1,395.186529
-1243.110871,1,395.266315
-2527.468692,1,395.327155
-8169.379069,1,395.382005
-3726.522763,1,395.438857
-4349.946656,1,395.499723
-3094.995667,1,395.556542
-4927.092486,1,395.612424
-1848.226105,1,395.667245
-490.275107,1,395.726121
-6407.746347,1,395.783965
-613.131327,1,395.837819
-7495.713962,1,395.889681
-2733.511337,1,395.939547
-4597.084528,1,395.991408
-1148.836524,1,396.039249
-8635.20021,1,396.086122
-5678.836927,1,396.135023
-1943.201075,1,396.184889
-1600.548596,1,396.233734
-16.350753,1,396.284628
-8161.847592,1,396.337482
-835.594245,1,396.386353
-5203.03063,1,396.434224
-1225.266906,1,396.479155
-1118.766074,1,396.530053
-4463.41377,1,396.582877
-3987.475722,1,396.638154
-5827.513727,1,396.691013
-231.547292,1,396.745904
-1985.045422,1,396.797727
-6325.16832,1,396.854608
-4973.448078,1,396.906469
-4371.668192,1,396.966279
-6249.372707,1,397.018171
-50.147739,1,397.070032
-4626.85126,1,397.118868
-7475.785604,1,397.163748
-3314.575781,1,397.208629
-1321.806661,1,397.256534
-2649.334657,1,397.303375
-6062.143173,1,397.35424
-8580.241085,1,397.404127
-1305.916332,1,397.450015
-5.948451,1,397.496858
-72.790413,1,397.543734
-5035.498319,1,397.590629
-1199.653946,1,397.643467
-4514.629845,1,397.691338
-3788.79707,1,397.739241
-96.5917,1,397.787083
-745.064986,1,397.832989
-5061.344309,1,397.875428
-2395.845566,1,397.916334
-1658.437889,1,397.962181
-7468.448799,1,398.012045
-28096.224852,1,398.07292
-2955.711874,1,398.13372
-3993.511851,1,398.189605
-7742.83802,1,398.242433
-5121.946991,1,398.297282
-494.905176,1,398.350175
-2421.057999,1,398.404994
-13024.165591,1,398.453897
-3983.444396,1,398.506748
-2361.0068,1,398.565566
-5435.251408,1,398.6284
-990.925907,1,398.693226
-3820.179134,1,398.768059
-5401.461781,1,398.830858
-2570.753158,1,398.89073
-43.027537,1,398.947576
-3853.620242,1,398.998442
-3106.576017,1,399.047313
-12582.466076,1,399.102183
-3054.163571,1,399.15802
-3154.219511,1,399.226798
-4940.442565,1,399.288634
-1127.750497,1,399.348507
-9087.563782,1,399.404334
-10393.193253,1,399.459211
-2155.821372,1,399.514031
-1337.92915,1,399.565924
-3456.361688,1,399.617785
-522.176172,1,399.66765
-4119.333756,1,399.713528
-6113.609943,1,399.760371
-3536.146121,1,399.807245
-1780.364197,1,399.857145
-822.974306,1,399.904985
-775.250503,1,399.952857
-47.626148,1,399.996771
-3475.026953,1,400.045609
-7684.190935,1,400.094615
-1845.430327,1,400.144479
-5344.755087,1,400.19338
-2037.9906,1,400.242218
-902.459936,1,400.291087
-310.014869,1,400.340955
-3850.867301,1,400.391852
-1787.274071,1,400.454653
-6020.271652,1,400.546839
-6207.063653,1,400.622633
-12856.390209,1,400.686462
-13231.51807,1,400.742345
-4338.204283,1,400.988657
-9745.761417,1,401.213071
-1753.565824,1,401.337474
-2076.028422,1,401.443191
-996.813703,1,401.661607
-4659.245263,1,401.804819
-3243.509314,1,401.892916
-2242.872342,1,401.966717
-305.390337,1,402.047506
-37.680951,1,402.126292
-1222.368555,1,402.182142
-3762.625229,1,402.239987
-107.733249,1,402.304817
-2535.521598,1,402.365654
-7559.688985,1,402.424528
-4299.580589,1,402.483372
-543.996302,1,402.536229
-8270.199066,1,402.588679
-5627.734211,1,402.643502
-1548.313482,1,402.701375
-749.695739,1,402.754234
-1161.754921,1,402.810059
-7324.159756,1,402.871922
-17034.740115,1,402.928735
-412.801424,1,402.985586
-2063.164031,1,403.046429
-1536.725546,1,403.106261
-4132.072722,1,403.164109
-13482.846448,1,403.221984
-4166.556282,1,403.278821
-3729.592011,1,403.328697
-3385.25209,1,403.382556
-3015.070455,1,403.434417
-8.601639,1,403.480291
-5783.928293,1,403.527168
-3044.839371,1,403.573048
-6461.601884,1,403.625875
-6638.954697,1,403.681724
-1542.957555,1,403.741566
-62.076459,1,403.801437
-7017.771532,1,403.858283
-8810.148364,1,403.911108
-460.285614,1,403.962971
-3103.682862,1,404.019821
-7904.168199,1,404.082654
-8128.688221,1,404.138535
-494.092302,1,404.19738
-1635.084821,1,404.254225
-817.177798,1,404.313067
-9898.631336,1,404.363929
-7294.708608,1,404.414795
-8420.561359,1,404.467621
-3588.168297,1,404.516523
-511.392152,1,404.563365
-1610.054069,1,404.610269
-191.83096,1,404.660114
-53.255655,1,404.714962
-1703.406517,1,404.768817
-6539.700077,1,404.826695
-345.660037,1,404.886538
-500.927318,1,404.937397
-8483.098731,1,404.987265
-5296.829415,1,405.039125
-485.999167,1,405.091984
-3385.948348,1,405.142848
-382.370601,1,405.193679
-1386.769791,1,405.239588
-3232.759588,1,405.286463
-5839.60245,1,405.334333
-28.981748,1,405.383209
-39.571676,1,405.43407
-63.534456,1,405.488892
-3923.257423,1,405.540787
-7.461348,1,405.591615
-2658.548069,1,405.640517
-2222.321041,1,405.690351
-861.442468,1,405.738997
-15282.372792,1,405.785905
-2522.708684,1,405.834743
-10597.067623,1,405.884609
-1811.565875,1,405.933518
-1140.593006,1,405.983344
-1220.446589,1,406.035206
-1784.716376,1,406.083079
-12737.342042,1,406.128987
-4674.414696,1,406.177856
-5136.965935,1,406.224733
-4170.594216,1,406.271574
-296.94309,1,406.321441
-367.465106,1,406.367322
-9394.768074,1,406.422172
-5142.612253,1,406.483008
-7114.926894,1,406.546873
-2144.023395,1,406.604683
-2932.182097,1,406.657543
-1035.05159,1,406.708443
-9651.917163,1,406.755311
-3764.16992,1,406.801191
-92.176849,1,406.851024
-2289.267972,1,406.905881
-255.241784,1,406.962764
-2232.283329,1,407.015585
-2578.674504,1,407.061492
-304.424581,1,407.106341
-1809.135118,1,407.15621
-2534.896487,1,407.214087
-1280.769715,1,407.269842
-1259.71424,1,407.330643
-6696.571786,1,407.390484
-4180.484862,1,407.448328
-4495.038805,1,407.507171
-1308.244852,1,407.569211
-7115.230968,1,407.627056
-1339.302108,1,407.676924
-766.831098,1,407.737765
-5287.187009,1,407.800629
-1697.895696,1,407.862426
-1878.667216,1,407.921269
-1344.527669,1,407.979115
-1231.127772,1,408.036011
-11159.995196,1,408.09082
-4999.138339,1,408.138696
-5966.854295,1,408.184595
-10488.197762,1,408.234463
-729.927638,1,408.286342
-6369.833731,1,408.338927
-7619.769692,1,408.392789
-1145.653894,1,408.443652
-3169.221443,1,408.497508
-824.097534,1,408.551397
-2677.242692,1,408.602262
-773.929347,1,408.64611
-1052.854193,1,408.687999
-963.005529,1,408.734907
-107.74073,1,408.794117
-2066.974339,1,408.850969
-1983.77968,1,408.902831
-4141.991656,1,408.950195
-7858.294234,1,408.99707
-332.295068,1,409.04491
-1980.589061,1,409.089822
-2438.981726,1,409.137696
-2537.454515,1,409.190522
-3252.874449,1,409.242417
-8784.547922,1,409.290257
-398.827566,1,409.345108
-421.788586,1,409.390018
-9362.753216,1,409.436863
-2178.722135,1,409.484766
-7406.606732,1,409.533602
-7460.769342,1,409.58547
-4519.718301,1,409.63633
-9954.722104,1,409.682207
-378.77395,1,409.727119
-7322.962687,1,409.773961
-4168.810131,1,409.819664
-3166.332017,1,409.865539
-2286.22177,1,409.909424
-2191.104395,1,409.955268
-1133.393422,1,409.999183
-4957.094489,1,410.045061
-474.698025,1,410.090906
-1864.153181,1,410.134789
-4865.395429,1,410.182662
-251.226393,1,410.23552
-7571.659068,1,410.293367
-750.368387,1,410.357195
-3945.785777,1,410.415039
-495.321089,1,410.469896
-10505.950209,1,410.520758
-3110.647704,1,410.565669
-8496.384695,1,410.611514
-115.751837,1,410.655397
-5.970306,1,410.699279
-3155.329786,1,410.749149
-8069.65975,1,410.801008
-5758.050313,1,410.852902
-6020.00234,1,410.904769
-5088.934115,1,410.956593
-3629.969337,1,411.000474
-540.212743,1,411.044357
-7.437265,1,411.091263
-1950.773535,1,411.138107
-2867.135069,1,411.185017
-502.373408,1,411.23385
-8750.593748,1,411.283717
-1244.690196,1,411.337573
-48.929934,1,411.387441
-5907.779382,1,411.44133
-6380.936326,1,411.498145
-7077.482873,1,411.557986
-43.446089,1,411.615829
-447.62206,1,411.671713
-1446.301917,1,411.727531
-276.132429,1,411.814311
-9135.164641,1,411.908049
-982.269982,1,411.977862
-18883.740398,1,412.035707
-1666.558833,1,412.084575
-470.008209,1,412.145421
-9213.669699,1,412.20825
-72.036942,1,412.2761
-2010.188407,1,412.347872
-2452.782763,1,412.420678
-1123.646352,1,412.485504
-914.747007,1,412.546341
-3532.516032,1,412.604186
-525.650083,1,412.657045
-8411.782195,1,412.708937
-10979.0135,1,412.755781
-3632.636085,1,412.805648
-822.501925,1,412.852522
-8193.237678,1,412.898432
-960.116076,1,412.944277
-287.493713,1,412.99614
-116.559998,1,413.048031
-10807.343528,1,413.096869
-2044.99838,1,413.143776
-1573.62137,1,413.192612
-9657.064617,1,413.238522
-1730.530268,1,413.289355
-2570.912656,1,413.342213
-5086.687831,1,413.395071
-2491.241939,1,413.441979
-24.369402,1,413.490817
-2116.543177,1,413.538687
-1361.505657,1,413.586592
-368.900758,1,413.63543
-2743.00092,1,413.680308
-3903.795926,1,413.724191
-7598.993449,1,413.771066
-3625.659255,1,413.817943
-6988.948479,1,413.869803
-2322.846207,1,413.928644
-1505.150712,1,413.989483
-53.720038,1,414.059295
-482.375531,1,414.129111
-6662.179111,1,414.192939
-798.287436,1,414.258797
-4523.130558,1,414.31561
-2106.422282,1,414.365478
-4848.813394,1,414.411355
-1226.210345,1,414.45723
-205.60239,1,414.506135
-7644.134756,1,414.561955
-2242.275027,1,414.618834
-304.895108,1,414.677649
-6384.69712,1,414.735487
-3111.93969,1,414.791372
-5384.009909,1,414.845196
-3201.158837,1,414.899051
-3137.768762,1,414.950911
-1894.869318,1,415.003772
-11658.777184,1,415.053638
-51.412301,1,415.102539
-2231.366367,1,415.155365
-6055.874835,1,415.205232
-776.16231,1,415.256132
-3206.161054,1,415.328952
-3721.914061,1,415.398714
-2084.284396,1,415.451573
-12241.526473,1,415.505033
-38.914545,1,415.561237
-4085.523147,1,415.616091
-4341.927125,1,415.66591
-6704.410896,1,415.71677
-2850.475719,1,415.774768
-4601.608507,1,415.823669
-1127.04291,1,415.877497
-1841.620837,1,415.929358
-3537.431929,1,415.982214
-5565.733646,1,416.031116
-5195.00479,1,416.083942
-1035.635911,1,416.132811
-3937.958346,1,416.18268
-165.186494,1,416.231556
-1701.22967,1,416.281416
-7678.153747,1,416.338264
-6.119422,1,416.383174
-4327.435993,1,416.430047
-1685.358752,1,416.476892
-4873.550855,1,416.522768
-1797.859653,1,416.566663
-5154.938552,1,416.613528
-2334.035948,1,416.660431
-2167.430594,1,416.708274
-2503.706217,1,416.756176
-1470.600331,1,416.806071
-3527.016317,1,416.85092
-5005.736865,1,416.897768
-2927.5939,1,416.944642
-4816.227427,1,416.992514
-10292.622989,1,417.040386
-5655.629218,1,417.091663
-815.618074,1,417.138537
-1642.198511,1,417.184956
-6385.125939,1,417.233819
-6.020652,1,417.282719
-3751.266441,1,417.330593
-4129.802063,1,417.377464
-623.235432,1,417.419321
-5302.839485,1,417.463239
-1481.189081,1,417.514104
-4016.549273,1,417.560944
-1975.419213,1,417.612805
-4181.334697,1,417.676033
-30.84676,1,417.745852
-2446.396145,1,417.805485
-786.381808,1,417.862301
-6.061628,1,417.917153
-1999.819443,1,417.970011
-5603.698707,1,418.026859
-936.527125,1,418.084704
-7541.439765,1,418.168483
-3229.452653,1,418.259239
-5932.218692,1,418.337042
-286.001752,1,418.403855
-1454.76908,1,418.464688
-3825.666032,1,418.509599
-5351.81765,1,418.552453
-4377.157465,1,418.600327
-1695.199585,1,418.656176
-770.430347,1,418.718014
-6956.346274,1,418.775856
-4190.945452,1,418.831712
-4413.822076,1,418.887958
-6.084203,1,418.947582
-4001.972097,1,419.002435
-6039.593949,1,419.056296
-10440.834523,1,419.109149
-903.597982,1,419.161011
-2298.569067,1,419.209878
-9762.274559,1,419.263768
-1738.199127,1,419.320582
-1633.316622,1,419.380457
-90.96593,1,419.440265
-5281.809821,1,419.493122
-14018.213513,1,419.543003
-7676.946202,1,419.587869
-1960.10676,1,419.63677
-10420.935478,1,419.688625
-72.265055,1,419.741459
-10806.646485,1,419.795315
-5051.394141,1,419.855195
-84.882044,1,419.920978
-1635.742083,1,419.982812
-5789.814824,1,420.041687
-6794.164188,1,420.096509
-339.87021,1,420.146409
-4937.432186,1,420.194247
-7866.405976,1,420.240125
-353.049118,1,420.288994
-6489.345225,1,420.336865
-2373.19431,1,420.385768
-1861.704921,1,420.435602
-10.327055,1,420.487496
-225.610121,1,420.535336
-5.890531,1,420.596179
-8886.050922,1,420.64208
-3586.733966,1,420.691918
-6422.058159,1,420.746803
-1834.891203,1,420.805613
-301.788299,1,420.856476
-3431.697552,1,420.90438
-37.350639,1,420.955212
-5265.946215,1,421.009068
-2468.995456,1,421.06347
-256.477077,1,421.114341
-4971.924166,1,421.168196
-3914.5885,1,421.223069
-1427.098756,1,421.274928
-13899.35089,1,421.321772
-7370.04477,1,421.369675
-2689.479061,1,421.418545
-94.585451,1,421.464421
-6781.845813,1,421.510267
-550.359364,1,421.556176
-738.458294,1,421.607008
-8585.360764,1,421.655913
-7989.419112,1,421.706774
-3523.674148,1,421.754613
-961.249471,1,421.801488
-3748.659924,1,421.850358
-2911.487788,1,421.898229
-154.179448,1,421.945136
-656.904651,1,421.988986
-2218.968844,1,422.032488
-6559.207463,1,422.077185
-4030.145931,1,422.127052
-5409.340792,1,422.174956
-8957.029198,1,422.225787
-1615.131265,1,422.279644
-2813.923077,1,422.330507
-4427.6639,1,422.376384
-6249.065268,1,422.422262
-2991.505748,1,422.47911
-2219.014114,1,422.536955
-7313.479295,1,422.594802
-1591.448464,1,422.652645
-9411.911743,1,422.707532
-7245.816821,1,422.760358
-32.52577,1,422.80823
-983.225144,1,422.855124
-1454.760842,1,422.906967
